T21,"Production, trade and supply of energy",,,,,
142,Asia,2017,Total supply (petajoules),279048.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
142,Asia,1990,Supply per capita (gigajoules),30.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
142,Asia,1995,Supply per capita (gigajoules),36.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
142,Asia,2000,Supply per capita (gigajoules),38.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
142,Asia,2005,Supply per capita (gigajoules),46.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
142,Asia,2010,Supply per capita (gigajoules),56.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
142,Asia,2015,Supply per capita (gigajoules),61.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
142,Asia,2016,Supply per capita (gigajoules),61.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
142,Asia,2017,Supply per capita (gigajoules),62.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,1990,Primary energy production (petajoules),112935.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,1995,Primary energy production (petajoules),93488.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,2000,Primary energy production (petajoules),94859.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,2005,Primary energy production (petajoules),102725.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,2010,Primary energy production (petajoules),102627.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,2015,Primary energy production (petajoules),101198.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,2016,Primary energy production (petajoules),102151.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,2017,Primary energy production (petajoules),104101.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,1990,Net imports [Imports - Exports - Bunkers] (petajoules),13900.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,1995,Net imports [Imports - Exports - Bunkers] (petajoules),13449.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,2000,Net imports [Imports - Exports - Bunkers] (petajoules),12263.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,2005,Net imports [Imports - Exports - Bunkers] (petajoules),10832.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,2010,Net imports [Imports - Exports - Bunkers] (petajoules),7975.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,2015,Net imports [Imports - Exports - Bunkers] (petajoules),3789.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,2016,Net imports [Imports - Exports - Bunkers] (petajoules),2102.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,2017,Net imports [Imports - Exports - Bunkers] (petajoules),3670.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,1990,Changes in stocks (petajoules),344.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,1995,Changes in stocks (petajoules),110.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,2000,Changes in stocks (petajoules),261.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,2005,Changes in stocks (petajoules),583.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,2010,Changes in stocks (petajoules),-1187.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,2015,Changes in stocks (petajoules),168.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,2016,Changes in stocks (petajoules),-832.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,2017,Changes in stocks (petajoules),261.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,1990,Total supply (petajoules),126491.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,1995,Total supply (petajoules),106827.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,2000,Total supply (petajoules),106861.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,2005,Total supply (petajoules),112975.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,2010,Total supply (petajoules),111790.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,2015,Total supply (petajoules),104818.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,2016,Total supply (petajoules),105085.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,2017,Total supply (petajoules),107510.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,1990,Supply per capita (gigajoules),116.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,1995,Supply per capita (gigajoules),147.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,2000,Supply per capita (gigajoules),147.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,2005,Supply per capita (gigajoules),155.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,2010,Supply per capita (gigajoules),152.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,2015,Supply per capita (gigajoules),141.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,2016,Supply per capita (gigajoules),141.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
150,Europe,2017,Supply per capita (gigajoules),144.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
9,Oceania,1990,Primary energy production (petajoules),7389.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
9,Oceania,1995,Primary energy production (petajoules),8661.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
9,Oceania,2000,Primary energy production (petajoules),10649.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
9,Oceania,2005,Primary energy production (petajoules),12256.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
9,Oceania,2010,Primary energy production (petajoules),14530.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
9,Oceania,2015,Primary energy production (petajoules),17039.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
9,Oceania,2016,Primary energy production (petajoules),17294.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
9,Oceania,2017,Primary energy production (petajoules),17969.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
9,Oceania,1990,Net imports [Imports - Exports - Bunkers] (petajoules),-2753.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
9,Oceania,1995,Net imports [Imports - Exports - Bunkers] (petajoules),-3784.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
